date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:59	60545/60545	---M-Z	200	added ('OK')	application/javascript	etag:%22ec81-64a0c79fea4c4-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/bootstrap.min.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/bootstrap.min.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:59	72444/72444	---M-Z	200	added ('OK')	application/javascript	etag:%2211afc-64a0c79feb464-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/gsap.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/gsap.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:59	2592/2592	---M-Z	200	added ('OK')	application/javascript	etag:%22a20-64a0c7a03b5ae-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/typing.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/typing.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:16:59	13886/13886	---M-Z	200	added ('OK')	application/javascript	etag:%22363e-64a0c7a02002b-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/smooth-scroll.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/smooth-scroll.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:17:00	11259/11259	---M-Z	200	added ('OK')	application/javascript	etag:%222bfb-64a0c7a007988-gzip%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/script.js	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/script.js	(from https://up2client.com/envato/ned-smith/html/main/Version1/)
18:17:00	31049/31049	---M--	200	added ('OK')	image/jpeg	etag:%227949-64a0c7a3c4a81%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/home/sidebar-bg.jpg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/home/sidebar-bg.jpg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:00	118345/118345	---M--	200	added ('OK')	image/jpeg	etag:%221ce49-64a0c7a3881b9%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/home/hero-img1.jpg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/home/hero-img1.jpg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:01	394536/394536	---M--	200	added ('OK')	image/png	etag:%2260528-64a0c7a5c2701%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-Bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/services/services-Bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:02	449/449	---M--	200	added ('OK')	image/svg+xml	etag:%221c1-64a0c7a86a257%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/x.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/x.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:03	1441678/1441678	---M--	200	added ('OK')	image/png	etag:%2215ff8e-64a0c7a23922f%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/about/about-Bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/about/about-Bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:07	994524/994524	---M--	200	added ('OK')	image/png	etag:%22f2cdc-64a0c7a9bb122%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/testimonial-bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/testimonial/testimonial-bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:07	1106032/1106032	---M--	200	added ('OK')	image/png	etag:%2210e070-64a0c7a55aeb4%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/resume/resume-bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/resume/resume-bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:07	1093740/1093740	---M--	200	added ('OK')	image/png	etag:%2210b06c-64a0c7a53ab10%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/pricing/pricing-bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/pricing/pricing-bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:07	1203577/1203577	---M--	200	added ('OK')	image/png	etag:%22125d79-64a0c7a465cb5%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/portfolio-bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/portfolio/portfolio-bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:08	496/496	---M--	200	added ('OK')	image/svg+xml	etag:%221f0-64a0c7a6d4dc4%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/checkSvg.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/checkSvg.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:08	498/498	---M--	200	added ('OK')	image/svg+xml	etag:%221f2-64a0c7a6e2886%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/checkSvg2.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/checkSvg2.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:10	320756/320756	---M--	200	added ('OK')	image/png	etag:%224e4f4-64a0c7a2259ac%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blog-ng.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/blog/blog-ng.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:10	352/352	---M--	200	added ('OK')	image/svg+xml	etag:%22160-64a0c7a69179b%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/arrow-down.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/arrow-down.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:10	377/377	---M--	200	added ('OK')	image/svg+xml	etag:%22179-64a0c7a67b039%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/arrow-down-white.svg	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/svg/arrow-down-white.svg	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
18:17:11	276/276	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Sep%202026%2013:17:09%20GMT	https://up2client.com/envato/ned-smith/html/main/Version1/e	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/e	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/swiper.min.js)
18:17:11	276/276	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Sep%202026%2013:17:09%20GMT	https://up2client.com/envato/ned-smith/html/main/Version1/Version/	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/Version/index.html	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/swiper.min.js)
18:17:12	276/276	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Sep%202026%2013:17:10%20GMT	https://up2client.com/envato/ned-smith/html/main/Version1/e.params.url	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/e.params.url.html	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/javascript/swiper.min.js)
18:17:12	1107994/1107994	---M--	200	added ('OK')	image/png	etag:%2210e81a-64a0c7a3852d9%22	https://up2client.com/envato/ned-smith/html/main/Version1/assets/images/contact/contact-bg.png	C:/Users/Dell/Documents/Personal%20Portfolio/up2client.com/envato/ned-smith/html/main/Version1/assets/images/contact/contact-bg.png	(from https://up2client.com/envato/ned-smith/html/main/Version1/assets/css/style.css)
